Major,Class Name,Class Code,Instructor,Location,Days & Times
Psychology,PSYC  393 - Laboratory in Cognitive Psychology,40833,Evan Raiewski,Soc & Behavioral Sci Bldg 2107,Th 9:00AM - 11:50AM
Psychology,PSYC  396 - Laboratory in Social Psychology,44125,Raymond Hoy,Soc & Behavioral Sci Bldg 1206,Th 4:00PM - 6:50PM
Psychology,PSYC  402 - Psychological Testing,40825,Lisa Graves Aragon,Soc & Behavioral Sci Bldg 3127,TuTh 8:00AM - 9:50AM
Psychology,PSYC  402 - Psychological Testing,40826,Lisa Graves Aragon,Soc & Behavioral Sci Bldg 3127,TuTh 10:00AM - 11:50AM
Psychology,PSYC  402 - Psychological Testing,40918,Arianna Zabriskie,Soc & Behavioral Sci Bldg 1101,MoWe 3:30PM - 5:20PM
Psychology,PSYC  424 - Advanced Psychological Statistics,41363,Alex Huynh,Soc & Behavioral Sci Bldg 2107,Mo 9:30AM - 11:20AM
Psychology,PSYC  424 - Advanced Psychological Statistics,41364,Alex Huynh,Soc & Behavioral Sci Bldg 2107,We 9:30AM - 11:20AM
Psychology,PSYC  554 - Proseminar in Cognitive Psychology,42842,Lisa Graves Aragon,Soc & Behavioral Sci Bldg 4119,TuTh 1:00PM - 2:15PM
Psychology,PSYC  560-1 - ST: Evolution and Human Behavior,43961,Nancy Caine,University Hall 271,TuTh 1:00PM - 2:15PM
Psychology,PSYC  600 - Contemporary Issues in Psychology,40531,Alex Huynh,Soc & Behavioral Sci Bldg 4119,Th 9:00AM - 11:50AM
Psychology,PSYC  680 - Teaching of Psychology,40532,Carrick Williams,Soc & Behavioral Sci Bldg 4119,We 12:30PM - 3:20PM
Public Health,PH  101 - Introduction to Public Health,40492,Said Gonzalez,University Hall 101,We 5:30PM - 8:20PM
Public Health,PH  101 - Introduction to Public Health,43108,Linda Puebla,University Hall 440,Mo 5:30PM - 8:20PM
Public Health,PH  101 - Introduction to Public Health,43110,To be Announced,University Hall 271,Mo 12:30PM - 3:20PM
Public Health,PH  303 - Social | Behavioral | and Community Health,43061,To be Announced,University Hall 101,Mo 5:30PM - 8:20PM
Sociology,SOC  320 - Sociological Theory,43150,Christopher Hardnack,Academic Hall 408,TuTh 9:00AM - 10:50AM
Sociology,SOC  360 - Quantitative Research Methods,43157,Jonelle Myers,Science Hall II 302,TuTh 8:00AM - 9:50AM
Sociology,SOC  500 - Pro-Seminar in Sociological Practice,40555,Sheri-Lynn Kurisu,Soc & Behavioral Sci Bldg 4119,We 5:30PM - 7:20PM
Sociology,SOC  618 - Seminar in Critical Criminology,43159,Lori Walkington,Markstein Hall 309,We 5:30PM - 7:20PM
Software Engineering,SE  370 - Introduction to Software Engineering,42437,Yang Yue,Viasat Engineering Pav 5107,MoWe 1:30PM - 2:20PM
Software Engineering,SE  370 - Introduction to Software Engineering,42439,Yang Yue,Viasat Engineering Pav 5107,MoWe 4:00PM - 5:15PM
Software Engineering,SE  451 - Software Requirements and Design,42438,Yongjie Zheng,Academic Hall 408,TuTh 1:00PM - 2:15PM
Software Engineering,SE  481 - Software Project Planning and Management,42440,Yongjie Zheng,ACD 204,TuTh 10:30AM - 11:45AM
Software Engineering,SE  490 - Senior Project I,42768,Simon Fan,ACD 204,MoWe 12:30PM - 1:20PM
Software Engineering,SE  490 - Senior Project I,42769,Simon Fan,ACD 204,MoWe 2:30PM - 3:45PM
Spanish,SPAN  102 - Beginning Spanish II,40985,Virginia Arreola,University Hall 273,TuTh 5:30PM - 6:45PM
Spanish,SPAN  315 - Reading and Analysis of Hispanic Literary Texts,41051,Cynthia Melendrez,Markstein Hall 209,MoWe 2:30PM - 3:45PM
Spanish,SPAN  400C - Hispanic Theatre,43879,Darci Strother,University Hall 440,Th 4:00PM - 6:50PM
Spanish,SPAN  520 - Theory and Practice of Literary Criticism in Spanish,43880,Leonardo Silva,University Hall 273,We 4:00PM - 6:50PM
Spanish,SPAN  602 - Seminar in Applied Linguistics,43881,Michelle Ramos Pellicia,Markstein Hall 211,Mo 4:00PM - 6:50PM
Theatre Arts,TA  124 - Global Theatre Histories I,43823,Judy Bauerlein,Arts Building 101,TuTh 1:00PM - 2:15PM
Theatre Arts,TA  401 - Playwriting,41511,France-Luce Benson,Arts Building 101,Th 4:00PM - 6:50PM
Theatre Arts,TA  402 - Acting Studio,44007,France-Luce Benson,Arts Building 101,Tu 4:00PM - 5:50PM
Theatre Arts,TA  402 - Acting Studio,44008,France-Luce Benson,Arts Building 101,Tu 6:00PM - 6:50PM
Theatre Arts,TA  489B - Production and Performance,41373,Jason Heil,Arts Building 101,TuTh 7:00PM - 9:50PM
Theatre Arts,TA  498 - Independent Practicum,41372,Matthew Novotny,Arts Building 101,Sa 10:00AM - 10:50AM
University-Wide Gen Studies,UNIV  180-5B - ST: The First-Year Seminar,43748,Nancy diBenedetto,Arts Building 220,TuTh 8:00AM - 8:50AM
University-Wide Gen Studies,UNIV  180-5B - ST: The First-Year Seminar,43983,Golnaz Nanbakhsh,Academic Hall 302,Mo 9:30AM - 11:20AM
University-Wide Gen Studies,UNIV  180-5B - ST: The First-Year Seminar,43984,Golnaz Nanbakhsh,Academic Hall 302,We 9:30AM - 11:20AM
University-Wide Gen Studies,UNIV  180-5C - ST: The First-Year Seminar,43201,Mireya Gutierrez-Aguero,Academic Hall 310,TuTh 5:30PM - 6:45PM
University-Wide Gen Studies,UNIV  180-5C - ST: The First-Year Seminar,43212,Joshua Foronda,Extended Learning Building 304,TuTh 7:30AM - 8:45AM
University-Wide Gen Studies,UNIV  180-5C - ST: The First-Year Seminar,43218,Juan Carlos Reyna,Extended Learning Building 304,TuTh 5:30PM - 6:45PM
University-Wide Gen Studies,UNIV  180-5C - ST: The First-Year Seminar,43223,Ozzie Monge,Arts Building 220,TuTh 5:30PM - 6:45PM
University-Wide Gen Studies,UNIV  180-5C - ST: The First-Year Seminar,43205,Stephanie Williams,Extended Learning Building 304,MoWeFr 10:30AM - 11:20AM
University-Wide Gen Studies,UNIV  180-5C - ST: The First-Year Seminar,43220,Nancy diBenedetto,Arts Building 220,TuTh 10:30AM - 11:45AM
University-Wide Gen Studies,UNIV  180-5C - ST: The First-Year Seminar,43225,Ozzie Monge,Arts Building 220,TuTh 4:00PM - 5:15PM
University-Wide Gen Studies,UNIV  300A - McNair Scholars Learning Community,42815,To be Announced,Kellogg Library 1109 - MathLab,Tu 8:00PM - 8:50PM
